Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,latitude,longitude,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),number of males,number of females,prop taxes paid 2016,median taxes (with mortgage,median taxes (no mortgage),median house value,median houshold income,median monthly owner costs (with mortgage),median monthly owner costs (no mortgage),median gross rent,median asking price for vacant for-sale home/condo,unemployment (%),Number of Homes,Count of Abnb,Density of Abnb (%),Average Abnb Price (by zipcode),Average NumReviews (by zipcode),Average Rating (by zipcode),Average Number of Bathrooms (by zipcode),Average Number of Bedrooms (by zipcode),Average Number of Beds (by zipcode),Average Number of Guests (by zipcode)
1.0,1.0,1.0,Washington,2.0,185.0,106.0,Y,38.91132,-77.03817,20036,5736.0,5435.0,3808,122.2,0.3,0.0,17231,2657,3078,0.6,2597.0,2825.0,441965.0,87500.0,2238.0,675.0,1882.0,317067.0,1.7,2294.4,132,5.753138075,139.030303,69.45454545,4.847107438,1.128787879,1.330357143,1.954545455,1.954545455
1.0,,1.0,Daly City,2.0,76.0,98.0,Y,37.705020000000005,-122.43434,94112,85205.0,79407.0,73104,154.3,3.4,0.0,25329,42842,42363,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
,,,,,,,Y,37.84266,-122.24478,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,San Diego,1.0,9.0,56.0,Y,32.91045,-117.16468,92126,81842.0,73343.0,74222,131.5,12.6,0.0,6478,42371,39471,0.7,3593.0,2535.0,482699.0,93740.0,2182.0,523.0,1851.0,586259.0,4.9,32736.8,113,0.345177293,83.20909091,33.92682927,4.913333333,1.267857143,1.396396396,1.681415929,1.681415929
1.0,2.0,3.0,San Francisco,4.0,53.0,125.0,Y,37.73227,-122.44218,94131,28756.0,26881.0,27897,157.2,2.1,0.0,13828,15744,13013,0.6,7754.0,3344.0,1130219.0,115691.0,3496.0,546.0,1975.0,1406358.0,3.4,11502.4,365,3.1732508,210.890411,72.40350877,4.920353982,1.257617729,1.629518072,1.917808219,1.917808219
1.0,2.0,4.0,New Orleans,6.0,15.0,250.0,Y,29.934420000000003,-90.06974,70130,14256.0,14064.0,14891,102.3,2.1,0.5,6769,7361,6895,0.9,3910.0,3210.0,391687.0,54532.0,2441.0,873.0,1167.0,528936.0,5.3,5702.4,283,4.9628226710000005,100.18505340000002,60.99628253,4.871268657,1.219081272,1.498113208,1.982332155,1.982332155
1.0,1.0,1.0,New Orleans,2.0,127.0,59.0,Y,29.9676,-90.04831,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,1.0,Long Island City,2.0,5.0,56.0,Y,40.76645,-73.91486,11103,39418.0,38780.0,44321,162.7,0.7,0.0,55434,19569,19848,0.7,5805.0,5908.0,777823.0,65379.0,2765.0,968.0,1583.0,1153123.0,5.2,15767.2,93,0.589832056,86.94505495,44.49315068,4.742857143,1.119565217,1.247191011,1.677419355,1.677419355
0.0,1.0,1.0,San Francisco,4.0,74.0,38.0,Y,37.793040000000005,-122.40324,94104,496.0,406.0,374,197.8,0.1,0.0,6392,324,171,0.6,,,1768971.0,53636.0,,,443.0,3898250.0,9.9,198.4,43,21.673387100000003,79.87179487,115.1538462,4.593023256,0.3913043479999999,1.0,1.051282051,1.051282051
1.0,1.0,1.0,New Orleans,2.0,6.0,62.0,N,29.95435,-90.07333,70112,2788.0,3655.0,6259,102.9,0.9,0.0,3197,1568,1219,0.6,2694.0,1724.0,351730.0,50536.0,1594.0,605.0,1343.0,327278.0,9.7,1115.2,562,50.39454806,91.77598566,42.84807692,4.769980507,1.227758007,1.337837838,1.989323843,1.989323843
1.0,1.0,2.0,Redwood City,2.0,22.0,90.0,Y,37.48264,-122.2413,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,Oakland,2.0,139.0,121.0,Y,37.81844,-122.24713,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,San Francisco,2.0,12.0,110.0,Y,37.74371,-122.50208,94116,46594.0,43698.0,42958,156.9,2.6,0.0,18021,22210,24383,0.5,7247.0,3382.0,956519.0,95744.0,3110.0,517.0,1803.0,908146.0,4.8,18637.6,71,0.380950337,133.6901408,69.13235294,4.909090909,1.23943662,1.4492753619999998,1.85915493,1.85915493
1.0,1.0,1.0,Arlington,2.0,10.0,150.0,N,38.89256,-77.06985,20037,15504.0,14642.0,12642,127.5,0.6,0.3,24097,7071,8432,0.6,4203.0,4315.0,668720.0,75467.0,2696.0,1044.0,2091.0,1621072.0,2.9,6201.6,419,6.756320949,153.59223300000002,38.3728223,4.766536965,1.215827338,1.425,1.894988067,1.894988067
1.0,1.0,1.0,Arlington,2.0,6.0,83.0,N,38.88446,-77.10344,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
4.0,1.0,1.0,Brooklyn,2.0,22.0,44.0,N,40.68458,-73.94563000000001,11216,56616.0,54316.0,55775,169.8,0.9,0.0,60524,27095,29520,0.4,3151.0,3647.0,891034.0,54406.0,3048.0,842.0,1261.0,781271.0,8.1,22646.4,110,0.485728416,75.42056075,57.07,4.729591837,1.281818182,1.09,1.381818182,1.381818182
2.0,3.0,3.0,San Diego,6.0,21.0,187.0,Y,32.824040000000004,-117.19434,92117,55270.0,51332.0,51203,135.2,8.8,0.0,6289,28137,27133,0.5,3569.0,1419.0,559061.0,69047.0,2216.0,431.0,1463.0,537896.0,5.7,22108.0,262,1.18509137,123.6015936,30.56684492,4.835329341,1.357692308,1.692307692,2.045801527,2.045801527
1.0,1.0,1.0,Miami,2.0,13.0,60.0,Y,25.83451,-80.18687,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,2.0,2.0,Atlanta,5.0,14.0,157.0,Y,33.748459999999994,-84.35438,30312,22786.0,19360.0,20221,98.5,3.4,0.0,6796,10824,11961,1.0,2455.0,1388.0,234413.0,44854.0,1656.0,502.0,1017.0,445032.0,6.4,9114.4,200,2.194329852,119.3686869,40.4,4.9375,1.375,1.602094241,1.925,1.925
1.0,2.0,4.0,New Orleans,4.0,27.0,87.0,N,29.963790000000003,-90.09433,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
2.0,3.0,4.0,Silver Spring,7.0,3.0,225.0,Y,38.98711,-77.0297,20012,14664.0,13414.0,13604,123.4,2.3,0.0,6486,7029,7634,0.5,3105.0,2356.0,641194.0,83703.0,2632.0,554.0,1264.0,257074.0,6.5,5865.6,84,1.43207856,97.86746988,21.1509434,4.802083333,1.168674699,1.35,1.666666667,1.666666667
1.0,1.0,1.0,Del Mar,2.0,20.0,199.0,Y,32.9876,-117.25205,92075,12727.0,12056.0,12170,142.6,3.5,0.5,3594,5890,6837,0.5,7184.0,3399.0,1169399.0,103823.0,3134.0,735.0,1942.0,3224763.0,2.6,5090.8,51,1.001807182,216.66,24.03703704,4.928571429,1.647058824,1.895833333,2.274509804,2.274509804
1.0,1.0,1.0,Kensington,2.0,79.0,80.0,Y,37.90245,-122.28476,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,2.0,Brooklyn,3.0,3.0,85.0,Y,40.68609,-73.90733,11233,73194.0,67053.0,61955,172.7,1.3,0.0,54302,32614,40577,0.4,2766.0,2996.0,676489.0,37166.0,2572.0,756.0,1152.0,746172.0,7.7,29277.6,161,0.549908462,66.03797468,39.34482759,4.669064748,1.298136646,1.24516129,1.757763975,1.757763975
2.0,3.0,6.0,San Francisco,7.0,9.0,454.0,Y,37.78027,-122.46108,94118,42259.0,38319.0,38939,164.4,1.9,0.0,21685,19417,22841,0.5,9950.0,3585.0,1338327.0,98105.0,3818.0,645.0,1823.0,3725039.0,4.2,16903.6,172,1.0175347259999998,198.9583333,71.30967742,4.829032258,1.299401198,1.533333333,2.029585799,2.029585799
1.0,3.0,3.0,Queens,5.0,18.0,125.0,N,40.7617,-73.89134,11370,34939.0,39688.0,43142,162.1,1.4,0.0,24581,21024,13916,0.8,5202.0,5517.0,639529.0,55504.0,2768.0,853.0,1597.0,645298.0,6.3,13975.6,34,0.243281147,69.5,40.44444444,4.777777778,0.970588235,1.25,1.441176471,1.441176471
1.0,1.0,1.0,Gretna,2.0,195.0,55.0,Y,29.931420000000003,-90.05389,70114,26238.0,22870.0,28385,98.2,4.9,0.7,5388,11917,14320,0.8,1599.0,899.0,160826.0,31232.0,1359.0,384.0,850.0,154328.0,11.8,10495.2,67,0.638387072,101.8208955,50.93939394,4.935483871000001,1.149253731,1.7121212119999998,2.507462687,2.507462687
1.0,2.0,2.0,New Orleans,4.0,10.0,125.0,Y,29.97876,-90.09541,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,2.0,2.0,New York,5.0,28.0,350.0,N,40.7115,-74.00721,10007,6836.0,6988.0,3522,165.7,0.2,0.0,41821,4034,2802,0.5,10587.0,10810.0,2159992.0,244705.0,3987.0,1513.0,3452.0,1153123.0,1.1,2734.4,37,1.353130486,265.1666667,32.42307692,4.6875,1.405405405,1.558823529,1.891891892,1.891891892
1.0,1.0,2.0,San Diego,3.0,241.0,60.0,N,32.79487,-117.2355,92109,49124.0,45787.0,46071,140.7,7.6,4.3,6463,25677,23447,0.5,5213.0,2847.0,821665.0,74047.0,2760.0,593.0,1532.0,984403.0,4.0,19649.6,656,3.3384903510000004,145.5595054,50.12617702,4.80990099,1.296183206,1.653130288,2.295731707,2.295731707
1.0,2.0,1.0,Seattle,4.0,3.0,85.0,Y,47.53376,-122.34667,98106,26216.0,22873.0,23317,114.9,5.5,0.3,4769,12686,13530,0.8,2842.0,2941.0,339743.0,58029.0,1893.0,505.0,1114.0,195443.0,6.5,10486.4,77,0.7342844059999999,67.03896104,54.23529412,4.849206349,1.052631579,1.376811594,1.6883116880000002,1.6883116880000002
1.0,2.0,2.0,New Orleans,6.0,165.0,79.0,Y,29.96978,-90.04238000000001,70117,24945.0,23389.0,51252,99.8,5.5,0.8,4552,11913,13031,0.5,1307.0,607.0,177141.0,28440.0,1281.0,405.0,910.0,176336.0,7.9,9978.0,386,3.868510724,106.5807292,73.79096045,4.829971182,1.329015544,1.798941799,2.393782383,2.393782383
1.0,3.0,4.0,La Jolla,7.0,8.0,320.0,Y,32.87364,-117.24623,92037,39213.0,46781.0,42603,144.2,13.1,2.0,3001,18495,20718,0.6,8596.0,6399.0,1312466.0,106541.0,3822.0,1114.0,1873.0,1683614.0,3.8,15685.2,167,1.064697932,182.1202532,57.77564103,4.881578947,1.550898204,2.087248322,2.8982035930000003,2.8982035930000003
1.0,1.0,1.0,Newton,2.0,11.0,65.0,Y,42.35331,-71.23118000000001,2467,22364.0,22491.0,11078,141.7,4.9,0.1,4590,10210,12153,0.9,7599.0,7269.0,798468.0,112910.0,2905.0,1297.0,2099.0,1970803.0,3.1,8945.6,93,1.039617242,130.0108696,34.95588235,4.782258065,1.293478261,1.615384615,2.129032258,2.129032258
1.0,,1.0,San Francisco,2.0,76.0,140.0,Y,37.778,-122.42164,94102,29739.0,31176.0,28991,181.8,0.7,0.0,44330,17025,12715,0.9,6722.0,5713.0,738977.0,30678.0,2939.0,1062.0,926.0,727528.0,5.9,11895.6,226,1.899862134,155.0772727,63.41176471,4.731707317,1.426605505,1.230769231,1.586363636,1.586363636
1.0,1.0,1.0,San Francisco,2.0,21.0,95.0,Y,37.71133,-122.44664,94112,85205.0,79407.0,73104,154.3,3.4,0.0,25329,42842,42363,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
1.0,1.0,1.0,New York,2.0,224.0,63.0,N,40.76589,-73.98536,10019,40071.0,42870.0,36012,163.4,0.7,0.0,58926,20464,19607,0.8,7151.0,9146.0,1031881.0,98396.0,3223.0,1498.0,2286.0,2476017.0,4.2,16028.4,53,0.330663073,110.5471698,57.85714286,4.677083333,1.018867925,1.104166667,1.396226415,1.396226415
1.0,1.0,1.0,Philadelphia,4.0,9.0,195.0,Y,39.94555,-75.17775,19103,23239.0,21908.0,19714,112.3,0.6,0.0,36367,10223,13015,0.9,5126.0,3242.0,521102.0,73681.0,2940.0,795.0,1601.0,362650.0,2.9,9295.6,105,1.129566677,84.30392157,101.4851485,4.79,1.114285714,1.43902439,1.876190476,1.876190476
1.0,1.0,1.0,San Francisco,2.0,322.0,99.0,N,37.78457,-122.41455,94102,29739.0,31176.0,28991,181.8,0.7,0.0,44330,17025,12715,0.9,6722.0,5713.0,738977.0,30678.0,2939.0,1062.0,926.0,727528.0,5.9,11895.6,226,1.899862134,155.0772727,63.41176471,4.731707317,1.426605505,1.230769231,1.586363636,1.586363636
1.0,1.0,1.0,Atlanta,2.0,8.0,54.0,Y,33.72844,-84.38027,30312,22786.0,19360.0,20221,98.5,3.4,0.0,6796,10824,11961,1.0,2455.0,1388.0,234413.0,44854.0,1656.0,502.0,1017.0,445032.0,6.4,9114.4,200,2.194329852,119.3686869,40.4,4.9375,1.375,1.602094241,1.925,1.925
2.0,1.0,1.0,Oakland,1.0,13.0,50.0,N,37.84748,-122.26299,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,3.0,Arlington,4.0,159.0,50.0,Y,38.86811,-77.09809,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
1.0,1.0,1.0,San Diego,2.0,4.0,99.0,Y,32.7092,-117.15056,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
2.0,4.0,7.0,Lemon Grove,10.0,22.0,209.0,Y,32.73019,-117.04724,91945,27055.0,25460.0,24953,131.1,3.9,0.0,6895,13513,13542,0.7,3104.0,1714.0,384472.0,61474.0,1957.0,380.0,1237.0,313513.0,7.1,10822.0,62,0.572907041,82.51612903,37.24444444,4.833333333,1.338709677,1.4482758619999998,1.935483871,1.935483871
1.0,1.0,1.0,Alameda,2.0,19.0,110.0,Y,37.77765,-122.28337,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,2.0,Bronx,3.0,114.0,37.0,N,40.85914,-73.86979000000001,10467,104523.0,97060.0,94342,158.9,2.3,0.0,44852,50349,54172,0.9,3555.0,3391.0,385138.0,36414.0,2531.0,663.0,1199.0,522647.0,12.4,41809.2,5,0.01195909,48.4,99.6,4.6,1.0,1.0,1.6,1.6
2.0,2.0,2.0,San Diego,4.0,85.0,119.0,Y,32.72779,-117.16433,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
2.0,1.0,1.0,Philadelphia,2.0,187.0,22.0,N,39.98912,-75.15534,19133,27195.0,26063.0,27971,102.2,1.3,0.0,20909,12792,14402,0.6,478.0,281.0,56272.0,18871.0,855.0,309.0,693.0,222828.0,18.5,10878.0,5,0.045964332,33.8,117.4,4.6,2.0,1.6,2.8,2.8
,,,,,,,N,37.89438,-122.2858,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,San Francisco,2.0,123.0,119.0,Y,37.76612,-122.45174,94117,43944.0,39169.0,38738,156.4,1.7,0.0,26041,23111,20833,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
1.0,1.0,3.0,San Diego,5.0,25.0,102.0,Y,32.71033,-117.14523,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,1.0,2.0,Flushing,4.0,35.0,40.0,N,40.72804,-73.86147,11374,43777.0,43600.0,44189,150.3,0.9,0.0,46660,20560,23215,1.1,3713.0,3977.0,331751.0,57854.0,1791.0,666.0,1436.0,872882.0,4.8,17510.8,56,0.319802636,92.65454545,23.674418600000003,4.595238095,1.071428571,1.392156863,2.089285714,2.089285714
1.0,1.0,1.0,Richmond,1.0,28.0,34.0,Y,37.93875,-122.31793,94130,3134.0,2880.0,1453,144.2,0.9,0.0,3405,1762,1372,0.6,,,,51315.0,,,1919.0,3898250.0,9.7,1253.6,4143,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,2.0,9.0,Philadelphia,10.0,25.0,89.0,Y,39.94369,-75.16226,19107,13657.0,14875.0,12340,110.6,0.5,0.0,24867,6736,6920,0.8,3092.0,3049.0,374150.0,52804.0,1830.0,936.0,1237.0,408260.0,5.4,5462.8,173,3.16687413,99.61849711,54.1503268,4.726666667,1.248554913,1.5375,2.387283237,2.387283237
1.0,1.0,2.0,Palmetto Bay,4.0,113.0,89.0,Y,25.60236,-80.34634,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.0,1.0,New York,1.0,14.0,78.0,Y,40.71424,-73.9968,10038,22619.0,20300.0,15574,158.8,0.3,0.0,76007,10561,12058,0.8,7933.0,1729.0,707011.0,86349.0,3887.0,592.0,2259.0,904388.0,4.6,9047.6,62,0.685264601,155.516129,32.60869565,4.744186047,1.080645161,1.381818182,1.532258065,1.532258065
,1.0,1.0,San Francisco,3.0,268.0,38.0,N,37.79341,-122.4034,94104,496.0,406.0,374,197.8,0.1,0.0,6392,324,171,0.6,,,1768971.0,53636.0,,,443.0,3898250.0,9.9,198.4,43,21.673387100000003,79.87179487,115.1538462,4.593023256,0.3913043479999999,1.0,1.051282051,1.051282051
1.0,1.0,2.0,New Orleans,2.0,10.0,55.0,N,29.944940000000003,-90.08733,70113,8440.0,7025.0,10291,105.2,1.0,0.0,8297,4387,4053,0.5,846.0,1080.0,188906.0,16309.0,1166.0,603.0,736.0,187354.0,16.0,3376.0,162,4.798578199,104.9444444,52.39735099,4.843333333,1.277777778,1.632258065,2.018518519,2.018518519
1.0,1.0,3.0,San Francisco,4.0,12.0,275.0,Y,37.7503,-122.41055,94110,74565.0,69333.0,74633,155.3,2.3,0.0,32066,40024,34542,0.6,7115.0,3076.0,983378.0,101610.0,3197.0,534.0,1585.0,1501646.0,5.0,29826.0,461,1.545631328,162.1862528,75.53395785,4.891509434,1.23059867,1.4613583140000002,1.791574279,1.791574279
1.0,1.0,2.0,San Diego,5.0,59.0,105.0,Y,32.71633,-117.15704,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
3.0,5.0,5.0,Miami,13.0,26.0,350.0,N,25.96052,-80.15066,33141,40307.0,35249.0,36545,111.9,2.3,5.2,17406,21026,19282,0.9,2806.0,2559.0,313216.0,43893.0,2038.0,804.0,1163.0,2404330.0,4.6,16122.8,829,5.141786786,123.4434889,25.91878981,4.756521739,1.507246377,1.754226268,2.530193237,2.530193237
1.0,1.0,2.0,Seattle,4.0,34.0,73.0,Y,47.52688,-122.35976,98106,26216.0,22873.0,23317,114.9,5.5,0.3,4769,12686,13530,0.8,2842.0,2941.0,339743.0,58029.0,1893.0,505.0,1114.0,195443.0,6.5,10486.4,77,0.7342844059999999,67.03896104,54.23529412,4.849206349,1.052631579,1.376811594,1.6883116880000002,1.6883116880000002
1.0,1.0,1.0,San Diego,2.0,70.0,60.0,Y,32.74427,-117.25015,92107,29712.0,28651.0,27956,140.0,3.1,0.5,9468,14798,14913,0.5,4964.0,2759.0,827547.0,76120.0,2589.0,580.0,1443.0,1074827.0,4.7,11884.8,518,4.358508347,151.2694611,50.85193622,4.852731591,1.328185328,1.795258621,2.478764479,2.478764479
1.0,1.0,1.0,Newyork,3.0,9.0,149.0,Y,40.757940000000005,-73.83234,11354,59390.0,54878.0,54329,159.8,2.2,0.0,27406,27991,31399,1.0,4910.0,4435.0,486251.0,45471.0,2295.0,731.0,1442.0,1555436.0,4.9,23756.0,61,0.256777235,95.05084746,18.53333333,4.5975609760000005,1.163934426,1.24137931,1.557377049,1.557377049
1.0,1.0,1.0,New Orleans,2.0,13.0,90.0,Y,30.00026,-90.06532,70122,37303.0,28564.0,46533,98.4,7.1,1.0,5289,17107,20194,0.7,1434.0,1075.0,191570.0,39401.0,1437.0,465.0,957.0,155996.0,9.3,14921.2,494,3.310725679,117.9173554,38.60277136,4.911330049,1.374745418,2.138004246,2.684210526,2.684210526
3.0,5.0,10.0,Boston,16.0,30.0,299.0,N,42.33241,-71.11095999999999,2120,15541.0,15181.0,10842,146.4,0.6,0.0,25036,8048,7493,0.7,2453.0,4513.0,391909.0,30820.0,1725.0,695.0,1011.0,808477.0,11.0,6216.4,54,0.86866997,102.2777778,55.5,4.7826086960000005,1.203703704,1.551020408,2.166666667,2.166666667
3.0,1.0,1.0,Washington,1.0,5.0,120.0,Y,38.93841,-77.01746,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
1.0,2.0,2.0,New Orleans,4.0,16.0,125.0,Y,29.96881,-90.10093,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,,1.0,San Diego,2.0,35.0,75.0,Y,32.7457,-117.25269,92107,29712.0,28651.0,27956,140.0,3.1,0.5,9468,14798,14913,0.5,4964.0,2759.0,827547.0,76120.0,2589.0,580.0,1443.0,1074827.0,4.7,11884.8,518,4.358508347,151.2694611,50.85193622,4.852731591,1.328185328,1.795258621,2.478764479,2.478764479
1.0,,2.0,San Diego,4.0,7.0,96.0,N,32.71458,-117.16064,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,2.0,2.0,Washington,4.0,4.0,29.0,Y,38.93191,-77.02716,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
1.0,1.0,1.0,Seattle,2.0,15.0,59.0,Y,47.60801,-122.29611,98122,35953.0,31454.0,28790,118.8,2.3,1.2,15538,18846,17108,0.8,4192.0,4627.0,538305.0,68050.0,2322.0,748.0,1310.0,428862.0,2.9,14381.2,228,1.585403165,89.57079646,71.31162791,4.819905213,1.140350877,1.4230769230000002,1.73245614,1.73245614
1.0,1.0,1.0,Washington,2.0,19.0,92.0,N,38.92078,-77.07982,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
1.0,1.0,1.0,Philadelphia,2.0,297.0,99.0,Y,39.96,-75.16011999999999,19107,13657.0,14875.0,12340,110.6,0.5,0.0,24867,6736,6920,0.8,3092.0,3049.0,374150.0,52804.0,1830.0,936.0,1237.0,408260.0,5.4,5462.8,173,3.16687413,99.61849711,54.1503268,4.726666667,1.248554913,1.5375,2.387283237,2.387283237
1.0,1.0,1.0,New Orleans,2.0,68.0,79.0,Y,29.95463,-90.13393,70118,36182.0,33008.0,36847,102.7,4.7,0.7,7724,16863,19318,0.9,3748.0,2036.0,348955.0,41945.0,2155.0,586.0,999.0,453518.0,7.2,14472.8,388,2.680891051,143.8441558,40.36936937,4.885350318,1.343669251,1.97574124,2.548969072,2.548969072
